Cache Size (KB),Block Size,Associativty,Replacement Policy,Total Blocks,Tag Size (bits),Index Size (bits),Total Rows,Overhead Size,Implementation Size,Cost ($),Total Accesses,Total Hits,Total Misses,Compulsory Misses,Conflict Misses,Hit Rate,Miss Rate,CPI,Unused Space,Unused Blocks,Waste ($),Filename
16,32,8,Random,512,21,6,64,1408,17,1.22,361364,331832,29532,512,29020,91.83%,8.17%,5.78,0.00%,0,0,A-10_new_1.5_a.pdf.trc
16,32,8,Random,512,21,6,64,1408,17,1.22,373450,334523,38927,512,38415,89.58%,10.42%,6.64,0.00%,0,0,A-9_new_1.5.pdf.trc
16,32,8,Random,512,21,6,64,1408,17,1.22,425395,393431,31964,512,31452,92.49%,7.51%,5.6,0.00%,0,0,Corruption2.trc
16,64,2,Round Robin,256,19,7,128,640,16,1.16,354809,344777,10032,256,9776,97.17%,2.83%,4.9,0.00%,0,0,A-10_new_1.5_a.pdf.trc
16,64,2,Round Robin,256,19,7,128,640,16,1.16,366344,351422,14922,256,14666,95.93%,4.07%,5.82,0.00%,0,0,A-9_new_1.5.pdf.trc
16,64,2,Round Robin,256,19,7,128,640,16,1.16,417698,408601,9097,256,8841,97.82%,2.18%,4.51,0.00%,0,0,Corruption2.trc
16,64,2,Random,256,19,7,128,640,16,1.16,354809,338000,16809,256,16553,95.26%,4.74%,6.14,0.00%,0,0,A-10_new_1.5_a.pdf.trc
16,64,2,Random,256,19,7,128,640,16,1.16,366344,343823,22521,256,22265,93.85%,6.15%,7.18,0.00%,0,0,A-9_new_1.5.pdf.trc
16,64,2,Random,256,19,7,128,640,16,1.16,417698,400728,16970,256,16714,95.94%,4.06%,5.74,0.00%,0,0,Corruption2.trc
16,64,4,Round Robin,256,20,6,64,672,16,1.17,354809,345405,9404,256,9148,97.35%,2.65%,4.79,0.00%,0,0,A-10_new_1.5_a.pdf.trc
16,64,4,Round Robin,256,20,6,64,672,16,1.17,366344,352843,13501,256,13245,96.31%,3.69%,5.56,0.00%,0,0,A-9_new_1.5.pdf.trc
16,64,4,Round Robin,256,20,6,64,672,16,1.17,417698,409236,8462,256,8206,97.97%,2.03%,4.41,0.00%,0,0,Corruption2.trc
16,64,4,Random,256,20,6,64,672,16,1.17,354809,334658,20151,256,19895,94.32%,5.68%,6.74,0.00%,0,0,A-10_new_1.5_a.pdf.trc
16,64,4,Random,256,20,6,64,672,16,1.17,366344,336254,30090,256,29834,91.79%,8.21%,8.54,0.00%,0,0,A-9_new_1.5.pdf.trc
16,64,4,Random,256,20,6,64,672,16,1.17,417698,395729,21969,256,21713,94.74%,5.26%,6.52,0.00%,0,0,Corruption2.trc
16,64,8,Round Robin,256,21,5,32,704,16,1.17,354809,345964,8845,256,8589,97.51%,2.49%,4.69,0.00%,0,0,A-10_new_1.5_a.pdf.trc
16,64,8,Round Robin,256,21,5,32,704,16,1.17,366344,353930,12414,256,12158,96.61%,3.39%,5.37,0.00%,0,0,A-9_new_1.5.pdf.trc
16,64,8,Round Robin,256,21,5,32,704,16,1.17,417698,409846,7852,256,7596,98.12%,1.88%,4.32,0.00%,0,0,Corruption2.trc
16,64,8,Random,256,21,5,32,704,16,1.17,354809,326908,27901,256,27645,92.14%,7.86%,8.15,0.00%,0,0,A-10_new_1.5_a.pdf.trc
16,64,8,Random,256,21,5,32,704,16,1.17,366344,331074,35270,256,35014,90.37%,9.63%,9.48,0.00%,0,0,A-9_new_1.5.pdf.trc
16,64,8,Random,256,21,5,32,704,16,1.17,417698,386636,31062,256,30806,92.56%,7.44%,7.93,0.00%,0,0,Corruption2.trc
32,4,2,Round Robin,8192,18,12,4096,19456,51,3.57,475872,443537,32335,8148,24187,93.21%,6.79%,4.41,0.59%,44,0.02,A-10_new_1.5_a.pdf.trc
32,4,2,Round Robin,8192,18,12,4096,19456,51,3.57,482641,430303,52338,8191,44147,89.16%,10.84%,4.58,0.01%,1,0,A-9_new_1.5.pdf.trc
32,4,2,Round Robin,8192,18,12,4096,19456,51,3.57,580244,547919,32325,8085,24240,94.43%,5.57%,4.54,1.43%,107,0.05,Corruption2.trc
32,4,2,Random,8192,18,12,4096,19456,51,3.57,475872,432977,42895,8148,34747,90.99%,9.01%,4.5,0.59%,44,0.02,A-10_new_1.5_a.pdf.trc
32,4,2,Random,8192,18,12,4096,19456,51,3.57,482641,418036,64605,8191,56414,86.61%,13.39%,4.68,0.01%,1,0,A-9_new_1.5.pdf.trc
32,4,2,Random,8192,18,12,4096,19456,51,3.57,580244,535414,44830,8085,36745,92.27%,7.73%,4.63,1.43%,107,0.05,Corruption2.trc
32,4,4,Round Robin,8192,19,11,2048,20480,52,3.64,475872,445616,30256,8190,22066,93.64%,6.36%,4.39,0.03%,2,0,A-10_new_1.5_a.pdf.trc
32,4,4,Round Robin,8192,19,11,2048,20480,52,3.64,482641,433811,48830,8192,40638,89.88%,10.12%,4.55,0.00%,0,0,A-9_new_1.5.pdf.trc
32,4,4,Round Robin,8192,19,11,2048,20480,52,3.64,580244,549827,30417,8184,22233,94.76%,5.24%,4.53,0.11%,8,0,Corruption2.trc
32,4,4,Random,8192,19,11,2048,20480,52,3.64,475872,427238,48634,8190,40444,89.78%,10.22%,4.55,0.03%,2,0,A-10_new_1.5_a.pdf.trc
32,4,4,Random,8192,19,11,2048,20480,52,3.64,482641,409167,73474,8192,65282,84.78%,15.22%,4.76,0.00%,0,0,A-9_new_1.5.pdf.trc
32,4,4,Random,8192,19,11,2048,20480,52,3.64,580244,531241,49003,8184,40819,91.55%,8.45%,4.67,0.11%,8,0,Corruption2.trc
32,4,8,Round Robin,8192,20,10,1024,21504,53,3.71,475872,447097,28775,8192,20583,93.95%,6.05%,4.37,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,4,8,Round Robin,8192,20,10,1024,21504,53,3.71,482641,435679,46962,8192,38770,90.27%,9.73%,4.53,0.00%,0,0,A-9_new_1.5.pdf.trc
32,4,8,Round Robin,8192,20,10,1024,21504,53,3.71,580244,550959,29285,8192,21093,94.95%,5.05%,4.52,0.00%,0,0,Corruption2.trc
32,4,8,Random,8192,20,10,1024,21504,53,3.71,475872,418433,57439,8192,49247,87.93%,12.07%,4.62,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,4,8,Random,8192,20,10,1024,21504,53,3.71,482641,390748,91893,8192,83701,80.96%,19.04%,4.92,0.00%,0,0,A-9_new_1.5.pdf.trc
32,4,8,Random,8192,20,10,1024,21504,53,3.71,580244,521036,59208,8192,51016,89.80%,10.20%,4.74,0.00%,0,0,Corruption2.trc
32,8,2,Round Robin,4096,18,11,2048,9728,41,2.91,413303,393929,19374,4089,15285,95.31%,4.69%,3.97,0.18%,7,0.01,A-10_new_1.5_a.pdf.trc
32,8,2,Round Robin,4096,18,11,2048,9728,41,2.91,420288,389453,30835,4096,26739,92.66%,7.34%,4.21,0.00%,0,0,A-9_new_1.5.pdf.trc
32,8,2,Round Robin,4096,18,11,2048,9728,41,2.91,490514,470322,20192,4072,16120,95.88%,4.12%,3.99,0.63%,24,0.02,Corruption2.trc
32,8,2,Random,4096,18,11,2048,9728,41,2.91,413303,387009,26294,4089,22205,93.64%,6.36%,4.11,0.18%,7,0.01,A-10_new_1.5_a.pdf.trc
32,8,2,Random,4096,18,11,2048,9728,41,2.91,420288,381610,38678,4096,34582,90.80%,9.20%,4.37,0.00%,0,0,A-9_new_1.5.pdf.trc
32,8,2,Random,4096,18,11,2048,9728,41,2.91,490514,461651,28863,4072,24791,94.12%,5.88%,4.14,0.63%,24,0.02,Corruption2.trc
32,8,4,Round Robin,4096,19,10,1024,10240,42,2.94,413303,395321,17982,4095,13887,95.65%,4.35%,3.95,0.03%,1,0,A-10_new_1.5_a.pdf.trc
32,8,4,Round Robin,4096,19,10,1024,10240,42,2.94,420288,391725,28563,4096,24467,93.20%,6.80%,4.17,0.00%,0,0,A-9_new_1.5.pdf.trc
32,8,4,Round Robin,4096,19,10,1024,10240,42,2.94,490514,471513,19001,4096,14905,96.13%,3.87%,3.97,0.00%,0,0,Corruption2.trc
32,8,4,Random,4096,19,10,1024,10240,42,2.94,413303,383035,30268,4095,26173,92.68%,7.32%,4.2,0.03%,1,0,A-10_new_1.5_a.pdf.trc
32,8,4,Random,4096,19,10,1024,10240,42,2.94,420288,375228,45060,4096,40964,89.28%,10.72%,4.5,0.00%,0,0,A-9_new_1.5.pdf.trc
32,8,4,Random,4096,19,10,1024,10240,42,2.94,490514,457907,32607,4096,28511,93.35%,6.65%,4.2,0.00%,0,0,Corruption2.trc
32,8,8,Round Robin,4096,20,9,512,10752,42,2.98,413303,396238,17065,4096,12969,95.87%,4.13%,3.93,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,8,8,Round Robin,4096,20,9,512,10752,42,2.98,420288,392976,27312,4096,23216,93.50%,6.50%,4.14,0.00%,0,0,A-9_new_1.5.pdf.trc
32,8,8,Round Robin,4096,20,9,512,10752,42,2.98,490514,472297,18217,4096,14121,96.29%,3.71%,3.95,0.00%,0,0,Corruption2.trc
32,8,8,Random,4096,20,9,512,10752,42,2.98,413303,377456,35847,4096,31751,91.33%,8.67%,4.31,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,8,8,Random,4096,20,9,512,10752,42,2.98,420288,364028,56260,4096,52164,86.61%,13.39%,4.72,0.00%,0,0,A-9_new_1.5.pdf.trc
32,8,8,Random,4096,20,9,512,10752,42,2.98,490514,451641,38873,4096,34777,92.08%,7.92%,4.31,0.00%,0,0,Corruption2.trc
32,16,2,Round Robin,2048,18,10,1024,4864,36,2.57,377255,364726,12529,2048,10481,96.68%,3.32%,3.81,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,16,2,Round Robin,2048,18,10,1024,4864,36,2.57,387850,368441,19409,2048,17361,95.00%,5.00%,4.15,0.00%,0,0,A-9_new_1.5.pdf.trc
32,16,2,Round Robin,2048,18,10,1024,4864,36,2.57,446309,432352,13957,2048,11909,96.87%,3.13%,3.83,0.00%,0,0,Corruption2.trc
32,16,2,Random,2048,18,10,1024,4864,36,2.57,377255,359749,17506,2048,15458,95.36%,4.64%,4.03,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,16,2,Random,2048,18,10,1024,4864,36,2.57,387850,362753,25097,2048,23049,93.53%,6.47%,4.39,0.00%,0,0,A-9_new_1.5.pdf.trc
32,16,2,Random,2048,18,10,1024,4864,36,2.57,446309,425524,20785,2048,18737,95.34%,4.66%,4.08,0.00%,0,0,Corruption2.trc
32,16,4,Round Robin,2048,19,9,512,5120,37,2.59,377255,365836,11419,2048,9371,96.97%,3.03%,3.77,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,16,4,Round Robin,2048,19,9,512,5120,37,2.59,387850,370188,17662,2048,15614,95.45%,4.55%,4.08,0.00%,0,0,A-9_new_1.5.pdf.trc
32,16,4,Round Robin,2048,19,9,512,5120,37,2.59,446309,433246,13063,2048,11015,97.07%,2.93%,3.79,0.00%,0,0,Corruption2.trc
32,16,4,Random,2048,19,9,512,5120,37,2.59,377255,356839,20416,2048,18368,94.59%,5.41%,4.16,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,16,4,Random,2048,19,9,512,5120,37,2.59,387850,357840,30010,2048,27962,92.26%,7.74%,4.6,0.00%,0,0,A-9_new_1.5.pdf.trc
32,16,4,Random,2048,19,9,512,5120,37,2.59,446309,422398,23911,2048,21863,94.64%,5.36%,4.2,0.00%,0,0,Corruption2.trc
32,16,8,Round Robin,2048,20,8,256,5376,37,2.61,377255,366353,10902,2048,8854,97.11%,2.89%,3.74,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,16,8,Round Robin,2048,20,8,256,5376,37,2.61,387850,370931,16919,2048,14871,95.64%,4.36%,4.04,0.00%,0,0,A-9_new_1.5.pdf.trc
32,16,8,Round Robin,2048,20,8,256,5376,37,2.61,446309,433653,12656,2048,10608,97.16%,2.84%,3.78,0.00%,0,0,Corruption2.trc
32,16,8,Random,2048,20,8,256,5376,37,2.61,377255,352537,24718,2048,22670,93.45%,6.55%,4.34,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,16,8,Random,2048,20,8,256,5376,37,2.61,387850,350257,37593,2048,35545,90.31%,9.69%,4.93,0.00%,0,0,A-9_new_1.5.pdf.trc
32,16,8,Random,2048,20,8,256,5376,37,2.61,446309,417508,28801,2048,26753,93.55%,6.45%,4.38,0.00%,0,0,Corruption2.trc
32,32,2,Round Robin,1024,18,9,512,2432,34,2.41,361364,352588,8776,1024,7752,97.57%,2.43%,3.92,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,32,2,Round Robin,1024,18,9,512,2432,34,2.41,373450,360084,13366,1024,12342,96.42%,3.58%,4.38,0.00%,0,0,A-9_new_1.5.pdf.trc
32,32,2,Round Robin,1024,18,9,512,2432,34,2.41,425395,416427,8968,1024,7944,97.89%,2.11%,3.84,0.00%,0,0,Corruption2.trc
32,32,2,Random,1024,18,9,512,2432,34,2.41,361364,348721,12643,1024,11619,96.50%,3.50%,4.27,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,32,2,Random,1024,18,9,512,2432,34,2.41,373450,355542,17908,1024,16884,95.20%,4.80%,4.78,0.00%,0,0,A-9_new_1.5.pdf.trc
32,32,2,Random,1024,18,9,512,2432,34,2.41,425395,410700,14695,1024,13671,96.55%,3.45%,4.28,0.00%,0,0,Corruption2.trc
32,32,4,Round Robin,1024,19,8,256,2560,34,2.42,361364,353537,7827,1024,6803,97.83%,2.17%,3.83,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,32,4,Round Robin,1024,19,8,256,2560,34,2.42,373450,361577,11873,1024,10849,96.82%,3.18%,4.25,0.00%,0,0,A-9_new_1.5.pdf.trc
32,32,4,Round Robin,1024,19,8,256,2560,34,2.42,425395,417131,8264,1024,7240,98.06%,1.94%,3.79,0.00%,0,0,Corruption2.trc
32,32,4,Random,1024,19,8,256,2560,34,2.42,361364,346214,15150,1024,14126,95.81%,4.19%,4.49,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,32,4,Random,1024,19,8,256,2560,34,2.42,373450,351516,21934,1024,20910,94.13%,5.87%,5.14,0.00%,0,0,A-9_new_1.5.pdf.trc
32,32,4,Random,1024,19,8,256,2560,34,2.42,425395,407945,17450,1024,16426,95.90%,4.10%,4.49,0.00%,0,0,Corruption2.trc
32,32,8,Round Robin,1024,20,7,128,2688,34,2.42,361364,353900,7464,1024,6440,97.93%,2.07%,3.8,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,32,8,Round Robin,1024,20,7,128,2688,34,2.42,373450,362021,11429,1024,10405,96.94%,3.06%,4.21,0.00%,0,0,A-9_new_1.5.pdf.trc
32,32,8,Round Robin,1024,20,7,128,2688,34,2.42,425395,417413,7982,1024,6958,98.12%,1.88%,3.77,0.00%,0,0,Corruption2.trc
32,32,8,Random,1024,20,7,128,2688,34,2.42,361364,342593,18771,1024,17747,94.81%,5.19%,4.81,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,32,8,Random,1024,20,7,128,2688,34,2.42,373450,345624,27826,1024,26802,92.55%,7.45%,5.66,0.00%,0,0,A-9_new_1.5.pdf.trc
32,32,8,Random,1024,20,7,128,2688,34,2.42,425395,403488,21907,1024,20883,94.85%,5.15%,4.83,0.00%,0,0,Corruption2.trc
32,64,2,Round Robin,512,18,8,256,1216,33,2.32,354809,347865,6944,512,6432,98.04%,1.96%,4.34,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,64,2,Round Robin,512,18,8,256,1216,33,2.32,366344,355923,10421,512,9909,97.16%,2.84%,5.01,0.00%,0,0,A-9_new_1.5.pdf.trc
32,64,2,Round Robin,512,18,8,256,1216,33,2.32,417698,411083,6615,512,6103,98.42%,1.58%,4.13,0.00%,0,0,Corruption2.trc
32,64,2,Random,512,18,8,256,1216,33,2.32,354809,344086,10723,512,10211,96.98%,3.02%,5.03,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,64,2,Random,512,18,8,256,1216,33,2.32,366344,351583,14761,512,14249,95.97%,4.03%,5.79,0.00%,0,0,A-9_new_1.5.pdf.trc
32,64,2,Random,512,18,8,256,1216,33,2.32,417698,405107,12591,512,12079,96.99%,3.01%,5.06,0.00%,0,0,Corruption2.trc
32,64,4,Round Robin,512,19,7,128,1280,33,2.33,354809,348785,6024,512,5512,98.30%,1.70%,4.17,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,64,4,Round Robin,512,19,7,128,1280,33,2.33,366344,357257,9087,512,8575,97.52%,2.48%,4.77,0.00%,0,0,A-9_new_1.5.pdf.trc
32,64,4,Round Robin,512,19,7,128,1280,33,2.33,417698,411844,5854,512,5342,98.60%,1.40%,4.01,0.00%,0,0,Corruption2.trc
32,64,4,Random,512,19,7,128,1280,33,2.33,354809,341602,13207,512,12695,96.28%,3.72%,5.48,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,64,4,Random,512,19,7,128,1280,33,2.33,366344,347606,18738,512,18226,94.89%,5.11%,6.5,0.00%,0,0,A-9_new_1.5.pdf.trc
32,64,4,Random,512,19,7,128,1280,33,2.33,417698,402253,15445,512,14933,96.30%,3.70%,5.5,0.00%,0,0,Corruption2.trc
32,64,8,Round Robin,512,20,6,64,1344,33,2.33,354809,349107,5702,512,5190,98.39%,1.61%,4.11,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,64,8,Round Robin,512,20,6,64,1344,33,2.33,366344,357528,8816,512,8304,97.59%,2.41%,4.72,0.00%,0,0,A-9_new_1.5.pdf.trc
32,64,8,Round Robin,512,20,6,64,1344,33,2.33,417698,412112,5586,512,5074,98.66%,1.34%,3.97,0.00%,0,0,Corruption2.trc
32,64,8,Random,512,20,6,64,1344,33,2.33,354809,337787,17022,512,16510,95.20%,4.80%,6.17,0.00%,0,0,A-10_new_1.5_a.pdf.trc
32,64,8,Random,512,20,6,64,1344,33,2.33,366344,342019,24325,512,23813,93.36%,6.64%,7.51,0.00%,0,0,A-9_new_1.5.pdf.trc
32,64,8,Random,512,20,6,64,1344,33,2.33,417698,397571,20127,512,19615,95.18%,4.82%,6.23,0.00%,0,0,Corruption2.trc
64,4,2,Round Robin,16384,17,13,8192,36864,100,7,475872,447566,28306,14765,13541,94.05%,5.95%,4.37,11.07%,1619,0.77,A-10_new_1.5_a.pdf.trc
64,4,2,Round Robin,16384,17,13,8192,36864,100,7,482641,437690,44951,15923,29028,90.69%,9.31%,4.52,3.15%,461,0.22,A-9_new_1.5.pdf.trc
64,4,2,Round Robin,16384,17,13,8192,36864,100,7,580244,551777,28467,14747,13720,95.09%,4.91%,4.51,11.19%,1637,0.78,Corruption2.trc
64,4,2,Random,16384,17,13,8192,36864,100,7,475872,442879,32993,14765,18228,93.07%,6.93%,4.41,11.07%,1619,0.77,A-10_new_1.5_a.pdf.trc
64,4,2,Random,16384,17,13,8192,36864,100,7,482641,432160,50481,15923,34558,89.54%,10.46%,4.56,3.15%,461,0.22,A-9_new_1.5.pdf.trc
64,4,2,Random,16384,17,13,8192,36864,100,7,580244,549075,31169,14747,16422,94.63%,5.37%,4.53,11.19%,1637,0.78,Corruption2.trc
64,4,4,Round Robin,16384,18,12,4096,38912,102,7.14,475872,448275,27597,15766,11831,94.20%,5.80%,4.36,4.14%,618,0.3,A-10_new_1.5_a.pdf.trc
64,4,4,Round Robin,16384,18,12,4096,38912,102,7.14,482641,439828,42813,16343,26470,91.13%,8.87%,4.5,0.27%,41,0.02,A-9_new_1.5.pdf.trc
64,4,4,Round Robin,16384,18,12,4096,38912,102,7.14,580244,552103,28141,15408,12733,95.15%,4.85%,4.51,6.54%,976,0.47,Corruption2.trc
64,4,4,Random,16384,18,12,4096,38912,102,7.14,475872,439361,36511,15766,20745,92.33%,7.67%,4.44,4.14%,618,0.3,A-10_new_1.5_a.pdf.trc
64,4,4,Random,16384,18,12,4096,38912,102,7.14,482641,426334,56307,16343,39964,88.33%,11.67%,4.61,0.27%,41,0.02,A-9_new_1.5.pdf.trc
64,4,4,Random,16384,18,12,4096,38912,102,7.14,580244,543338,36906,15408,21498,93.64%,6.36%,4.58,6.54%,976,0.47,Corruption2.trc
64,4,8,Round Robin,16384,19,11,2048,40960,104,7.28,475872,448662,27210,16199,11011,94.28%,5.72%,4.36,1.22%,185,0.09,A-10_new_1.5_a.pdf.trc
64,4,8,Round Robin,16384,19,11,2048,40960,104,7.28,482641,441038,41603,16384,25219,91.38%,8.62%,4.49,0.00%,0,0,A-9_new_1.5.pdf.trc
64,4,8,Round Robin,16384,19,11,2048,40960,104,7.28,580244,552641,27603,15843,11760,95.24%,4.76%,4.51,3.56%,541,0.26,Corruption2.trc
64,4,8,Random,16384,19,11,2048,40960,104,7.28,475872,435296,40576,16199,24377,91.47%,8.53%,4.48,1.22%,185,0.09,A-10_new_1.5_a.pdf.trc
64,4,8,Random,16384,19,11,2048,40960,104,7.28,482641,416581,66060,16384,49676,86.31%,13.69%,4.7,0.00%,0,0,A-9_new_1.5.pdf.trc
64,4,8,Random,16384,19,11,2048,40960,104,7.28,580244,540339,39905,15843,24062,93.12%,6.88%,4.6,3.56%,541,0.26,Corruption2.trc
64,8,2,Round Robin,8192,17,12,4096,18432,82,5.74,413303,396750,16553,7629,8924,95.99%,4.01%,3.92,7.38%,563,0.42,A-10_new_1.5_a.pdf.trc
64,8,2,Round Robin,8192,17,12,4096,18432,82,5.74,420288,394505,25783,8055,17728,93.87%,6.13%,4.11,1.79%,137,0.1,A-9_new_1.5.pdf.trc
64,8,2,Round Robin,8192,17,12,4096,18432,82,5.74,490514,472985,17529,7757,9772,96.43%,3.57%,3.94,5.70%,435,0.33,Corruption2.trc
64,8,2,Random,8192,17,12,4096,18432,82,5.74,413303,393537,19766,7629,12137,95.22%,4.78%,3.98,7.38%,563,0.42,A-10_new_1.5_a.pdf.trc
64,8,2,Random,8192,17,12,4096,18432,82,5.74,420288,390744,29544,8055,21489,92.97%,7.03%,4.19,1.79%,137,0.1,A-9_new_1.5.pdf.trc
64,8,2,Random,8192,17,12,4096,18432,82,5.74,490514,470794,19720,7757,11963,95.98%,4.02%,3.98,5.70%,435,0.33,Corruption2.trc
64,8,4,Round Robin,8192,18,11,2048,19456,83,5.81,413303,397362,15941,8033,7908,96.14%,3.86%,3.91,2.06%,159,0.12,A-10_new_1.5_a.pdf.trc
64,8,4,Round Robin,8192,18,11,2048,19456,83,5.81,420288,395825,24463,8187,16276,94.18%,5.82%,4.09,0.06%,5,0,A-9_new_1.5.pdf.trc
64,8,4,Round Robin,8192,18,11,2048,19456,83,5.81,490514,473416,17098,7974,9124,96.51%,3.49%,3.93,2.82%,218,0.16,Corruption2.trc
64,8,4,Random,8192,18,11,2048,19456,83,5.81,413303,390859,22444,8033,14411,94.57%,5.43%,4.04,2.06%,159,0.12,A-10_new_1.5_a.pdf.trc
64,8,4,Random,8192,18,11,2048,19456,83,5.81,420288,386916,33372,8187,25185,92.06%,7.94%,4.26,0.06%,5,0,A-9_new_1.5.pdf.trc
64,8,4,Random,8192,18,11,2048,19456,83,5.81,490514,466404,24110,7974,16136,95.08%,4.92%,4.05,2.82%,218,0.16,Corruption2.trc
64,8,8,Round Robin,8192,19,10,1024,20480,84,5.88,413303,397784,15519,8163,7356,96.25%,3.75%,3.9,0.37%,29,0.02,A-10_new_1.5_a.pdf.trc
64,8,8,Round Robin,8192,19,10,1024,20480,84,5.88,420288,396664,23624,8192,15432,94.38%,5.62%,4.07,0.00%,0,0,A-9_new_1.5.pdf.trc
64,8,8,Round Robin,8192,19,10,1024,20480,84,5.88,490514,473770,16744,8090,8654,96.59%,3.41%,3.93,1.30%,102,0.08,Corruption2.trc
64,8,8,Random,8192,19,10,1024,20480,84,5.88,413303,387512,25791,8163,17628,93.76%,6.24%,4.1,0.37%,29,0.02,A-10_new_1.5_a.pdf.trc
64,8,8,Random,8192,19,10,1024,20480,84,5.88,420288,379960,40328,8192,32136,90.40%,9.60%,4.4,0.00%,0,0,A-9_new_1.5.pdf.trc
64,8,8,Random,8192,19,10,1024,20480,84,5.88,490514,464851,25663,8090,17573,94.77%,5.23%,4.08,1.30%,102,0.08,Corruption2.trc
64,16,2,Round Robin,4096,17,11,2048,9216,73,5.11,377255,366965,10290,3933,6357,97.27%,2.73%,3.72,4.14%,163,0.21,A-10_new_1.5_a.pdf.trc
64,16,2,Round Robin,4096,17,11,2048,9216,73,5.11,387850,372251,15599,4059,11540,95.98%,4.02%,3.99,0.94%,37,0.05,A-9_new_1.5.pdf.trc
64,16,2,Round Robin,4096,17,11,2048,9216,73,5.11,446309,434571,11738,4092,7646,97.37%,2.63%,3.74,0.10%,4,0.01,Corruption2.trc
64,16,2,Random,4096,17,11,2048,9216,73,5.11,377255,364584,12671,3933,8738,96.64%,3.36%,3.82,4.14%,163,0.21,A-10_new_1.5_a.pdf.trc
64,16,2,Random,4096,17,11,2048,9216,73,5.11,387850,369343,18507,4059,14448,95.23%,4.77%,4.11,0.94%,37,0.05,A-9_new_1.5.pdf.trc
64,16,2,Random,4096,17,11,2048,9216,73,5.11,446309,432621,13688,4092,9596,96.93%,3.07%,3.82,0.10%,4,0.01,Corruption2.trc
64,16,4,Round Robin,4096,18,10,1024,9728,73,5.15,377255,367520,9735,4066,5669,97.42%,2.58%,3.69,0.76%,30,0.04,A-10_new_1.5_a.pdf.trc
64,16,4,Round Robin,4096,18,10,1024,9728,73,5.15,387850,373170,14680,4096,10584,96.22%,3.78%,3.95,0.00%,0,0,A-9_new_1.5.pdf.trc
64,16,4,Round Robin,4096,18,10,1024,9728,73,5.15,446309,434994,11315,4096,7219,97.46%,2.54%,3.73,0.00%,0,0,Corruption2.trc
64,16,4,Random,4096,18,10,1024,9728,73,5.15,377255,362072,15183,4066,11117,95.98%,4.02%,3.93,0.76%,30,0.04,A-10_new_1.5_a.pdf.trc
