Cache Size (KB),Block Size,Associativty,Replacement Policy,Total Blocks,Tag Size (bits),Index Size (bits),Total Rows,Overhead Size,Implementation Size,Cost ($),Total Accesses,Total Hits,Total Misses,Compulsory Misses,Conflict Misses,Hit Rate,Miss Rate,CPI,Unused Space,Unused Blocks,Waste ($),Filename
64,16,4,Random,4096,18,10,1024,9728,73,5.15,387850,366516,21334,4096,17238,94.50%,5.50%,4.23,0.00%,0,0,A-9_new_1.5.pdf.trc
64,16,4,Random,4096,18,10,1024,9728,73,5.15,446309,428091,18218,4096,14122,95.92%,4.08%,3.98,0.00%,0,0,Corruption2.trc
64,16,8,Round Robin,4096,19,9,512,10240,74,5.18,377255,367966,9289,4095,5194,97.54%,2.46%,3.67,0.03%,1,0,A-10_new_1.5_a.pdf.trc
64,16,8,Round Robin,4096,19,9,512,10240,74,5.18,387850,373805,14045,4096,9949,96.38%,3.62%,3.92,0.00%,0,0,A-9_new_1.5.pdf.trc
64,16,8,Round Robin,4096,19,9,512,10240,74,5.18,446309,435271,11038,4096,6942,97.53%,2.47%,3.72,0.00%,0,0,Corruption2.trc
64,16,8,Random,4096,19,9,512,10240,74,5.18,377255,359581,17674,4095,13579,95.32%,4.68%,4.04,0.03%,1,0,A-10_new_1.5_a.pdf.trc
64,16,8,Random,4096,19,9,512,10240,74,5.18,387850,361371,26479,4096,22383,93.17%,6.83%,4.45,0.00%,0,0,A-9_new_1.5.pdf.trc
64,16,8,Random,4096,19,9,512,10240,74,5.18,446309,427603,18706,4096,14610,95.81%,4.19%,4,0.00%,0,0,Corruption2.trc
64,32,2,Round Robin,2048,17,10,1024,4608,68,4.8,361364,354537,6827,2008,4819,98.11%,1.89%,3.74,2.01%,40,0.1,A-10_new_1.5_a.pdf.trc
64,32,2,Round Robin,2048,17,10,1024,4608,68,4.8,373450,363250,10200,2041,8159,97.27%,2.73%,4.1,0.35%,7,0.02,A-9_new_1.5.pdf.trc
64,32,2,Round Robin,2048,17,10,1024,4608,68,4.8,425395,418171,7224,2048,5176,98.30%,1.70%,3.71,0.00%,0,0,Corruption2.trc
64,32,2,Random,2048,17,10,1024,4608,68,4.8,361364,352559,8805,2008,6797,97.56%,2.44%,3.92,2.01%,40,0.1,A-10_new_1.5_a.pdf.trc
64,32,2,Random,2048,17,10,1024,4608,68,4.8,373450,360778,12672,2041,10631,96.61%,3.39%,4.32,0.35%,7,0.02,A-9_new_1.5.pdf.trc
64,32,2,Random,2048,17,10,1024,4608,68,4.8,425395,416221,9174,2048,7126,97.84%,2.16%,3.86,0.00%,0,0,Corruption2.trc
64,32,4,Round Robin,2048,18,9,512,4864,68,4.81,361364,355078,6286,2043,4243,98.26%,1.74%,3.7,0.25%,5,0.01,A-10_new_1.5_a.pdf.trc
64,32,4,Round Robin,2048,18,9,512,4864,68,4.81,373450,363993,9457,2048,7409,97.47%,2.53%,4.03,0.00%,0,0,A-9_new_1.5.pdf.trc
64,32,4,Round Robin,2048,18,9,512,4864,68,4.81,425395,418544,6851,2048,4803,98.39%,1.61%,3.68,0.00%,0,0,Corruption2.trc
64,32,4,Random,2048,18,9,512,4864,68,4.81,361364,350438,10926,2043,8883,96.98%,3.02%,4.11,0.25%,5,0.01,A-10_new_1.5_a.pdf.trc
64,32,4,Random,2048,18,9,512,4864,68,4.81,373450,358524,14926,2048,12878,96.00%,4.00%,4.52,0.00%,0,0,A-9_new_1.5.pdf.trc
64,32,4,Random,2048,18,9,512,4864,68,4.81,425395,412708,12687,2048,10639,97.02%,2.98%,4.13,0.00%,0,0,Corruption2.trc
64,32,8,Round Robin,2048,19,8,256,5120,69,4.83,361364,355378,5986,2048,3938,98.34%,1.66%,3.67,0.00%,0,0,A-10_new_1.5_a.pdf.trc
64,32,8,Round Robin,2048,19,8,256,5120,69,4.83,373450,364424,9026,2048,6978,97.58%,2.42%,4,0.00%,0,0,A-9_new_1.5.pdf.trc
64,32,8,Round Robin,2048,19,8,256,5120,69,4.83,425395,418746,6649,2048,4601,98.44%,1.56%,3.66,0.00%,0,0,Corruption2.trc
64,32,8,Random,2048,19,8,256,5120,69,4.83,361364,348324,13040,2048,10992,96.39%,3.61%,4.3,0.00%,0,0,A-10_new_1.5_a.pdf.trc
64,32,8,Random,2048,19,8,256,5120,69,4.83,373450,354503,18947,2048,16899,94.93%,5.07%,4.87,0.00%,0,0,A-9_new_1.5.pdf.trc
64,32,8,Random,2048,19,8,256,5120,69,4.83,425395,412153,13242,2048,11194,96.89%,3.11%,4.17,0.00%,0,0,Corruption2.trc
64,64,2,Round Robin,1024,17,9,512,2304,66,4.64,354809,349850,4959,1018,3941,98.60%,1.40%,3.98,0.59%,6,0.03,A-10_new_1.5_a.pdf.trc
64,64,2,Round Robin,1024,17,9,512,2304,66,4.64,366344,358954,7390,1023,6367,97.98%,2.02%,4.46,0.10%,1,0,A-9_new_1.5.pdf.trc
64,64,2,Round Robin,1024,17,9,512,2304,66,4.64,417698,412799,4899,1024,3875,98.83%,1.17%,3.86,0.00%,0,0,Corruption2.trc
64,64,2,Random,1024,17,9,512,2304,66,4.64,354809,347796,7013,1018,5995,98.02%,1.98%,4.35,0.59%,6,0.03,A-10_new_1.5_a.pdf.trc
64,64,2,Random,1024,17,9,512,2304,66,4.64,366344,356570,9774,1023,8751,97.33%,2.67%,4.89,0.10%,1,0,A-9_new_1.5.pdf.trc
64,64,2,Random,1024,17,9,512,2304,66,4.64,417698,410388,7310,1024,6286,98.25%,1.75%,4.23,0.00%,0,0,Corruption2.trc
64,64,4,Round Robin,1024,18,8,256,2432,66,4.65,354809,350318,4491,1024,3467,98.73%,1.27%,3.89,0.00%,0,0,A-10_new_1.5_a.pdf.trc
64,64,4,Round Robin,1024,18,8,256,2432,66,4.65,366344,359630,6714,1024,5690,98.17%,1.83%,4.34,0.00%,0,0,A-9_new_1.5.pdf.trc
64,64,4,Round Robin,1024,18,8,256,2432,66,4.65,417698,413197,4501,1024,3477,98.92%,1.08%,3.8,0.00%,0,0,Corruption2.trc
64,64,4,Random,1024,18,8,256,2432,66,4.65,354809,345707,9102,1024,8078,97.43%,2.57%,4.73,0.00%,0,0,A-10_new_1.5_a.pdf.trc
64,64,4,Random,1024,18,8,256,2432,66,4.65,366344,354170,12174,1024,11150,96.68%,3.32%,5.32,0.00%,0,0,A-9_new_1.5.pdf.trc
64,64,4,Random,1024,18,8,256,2432,66,4.65,417698,406412,11286,1024,10262,97.30%,2.70%,4.85,0.00%,0,0,Corruption2.trc
64,64,8,Round Robin,1024,19,7,128,2560,66,4.66,354809,350563,4246,1024,3222,98.80%,1.20%,3.85,0.00%,0,0,A-10_new_1.5_a.pdf.trc
64,64,8,Round Robin,1024,19,7,128,2560,66,4.66,366344,359966,6378,1024,5354,98.26%,1.74%,4.28,0.00%,0,0,A-9_new_1.5.pdf.trc
64,64,8,Round Robin,1024,19,7,128,2560,66,4.66,417698,413389,4309,1024,3285,98.97%,1.03%,3.77,0.00%,0,0,Corruption2.trc
64,64,8,Random,1024,19,7,128,2560,66,4.66,354809,343626,11183,1024,10159,96.85%,3.15%,5.11,0.00%,0,0,A-10_new_1.5_a.pdf.trc
64,64,8,Random,1024,19,7,128,2560,66,4.66,366344,350452,15892,1024,14868,95.66%,4.34%,5.99,0.00%,0,0,A-9_new_1.5.pdf.trc
64,64,8,Random,1024,19,7,128,2560,66,4.66,417698,405219,12479,1024,11455,97.01%,2.99%,5.04,0.00%,0,0,Corruption2.trc
128,4,2,Round Robin,32768,16,14,16384,69632,196,13.72,475872,448603,27269,20737,6532,94.27%,5.73%,4.36,41.96%,12031,5.76,A-10_new_1.5_a.pdf.trc
128,4,2,Round Robin,32768,16,14,16384,69632,196,13.72,482641,440903,41738,26260,15478,91.35%,8.65%,4.49,22.70%,6508,3.11,A-9_new_1.5.pdf.trc
128,4,2,Round Robin,32768,16,14,16384,69632,196,13.72,580244,552762,27482,21620,5862,95.26%,4.74%,4.51,38.88%,11148,5.33,Corruption2.trc
128,4,2,Random,32768,16,14,16384,69632,196,13.72,475872,447095,28777,20737,8040,93.95%,6.05%,4.37,41.96%,12031,5.76,A-10_new_1.5_a.pdf.trc
128,4,2,Random,32768,16,14,16384,69632,196,13.72,482641,439079,43562,26260,17302,90.97%,9.03%,4.5,22.70%,6508,3.11,A-9_new_1.5.pdf.trc
128,4,2,Random,32768,16,14,16384,69632,196,13.72,580244,551747,28497,21620,6877,95.09%,4.91%,4.51,38.88%,11148,5.33,Corruption2.trc
128,4,4,Round Robin,32768,17,13,8192,73728,200,14,475872,449386,26486,23023,3463,94.43%,5.57%,4.35,33.31%,9745,4.66,A-10_new_1.5_a.pdf.trc
128,4,4,Round Robin,32768,17,13,8192,73728,200,14,482641,442225,40416,28595,11821,91.63%,8.37%,4.48,14.26%,4173,2,A-9_new_1.5.pdf.trc
128,4,4,Round Robin,32768,17,13,8192,73728,200,14,580244,553283,26961,23349,3612,95.35%,4.65%,4.5,32.19%,9419,4.51,Corruption2.trc
128,4,4,Random,32768,17,13,8192,73728,200,14,475872,447764,28108,23023,5085,94.09%,5.91%,4.37,33.31%,9745,4.66,A-10_new_1.5_a.pdf.trc
128,4,4,Random,32768,17,13,8192,73728,200,14,482641,438422,44219,28595,15624,90.84%,9.16%,4.51,14.26%,4173,2,A-9_new_1.5.pdf.trc
128,4,4,Random,32768,17,13,8192,73728,200,14,580244,552253,27991,23349,4642,95.18%,4.82%,4.51,32.19%,9419,4.51,Corruption2.trc
128,4,8,Round Robin,32768,18,12,4096,77824,204,14.28,475872,449543,26329,24582,1747,94.47%,5.53%,4.35,27.43%,8186,3.92,A-10_new_1.5_a.pdf.trc
128,4,8,Round Robin,32768,18,12,4096,77824,204,14.28,482641,442253,40388,30645,9743,91.63%,8.37%,4.48,7.11%,2123,1.02,A-9_new_1.5.pdf.trc
128,4,8,Round Robin,32768,18,12,4096,77824,204,14.28,580244,553321,26923,24291,2632,95.36%,4.64%,4.5,28.41%,8477,4.06,Corruption2.trc
128,4,8,Random,32768,18,12,4096,77824,204,14.28,475872,448692,27180,24582,2598,94.29%,5.71%,4.36,27.43%,8186,3.92,A-10_new_1.5_a.pdf.trc
128,4,8,Random,32768,18,12,4096,77824,204,14.28,482641,434811,47830,30645,17185,90.09%,9.91%,4.54,7.11%,2123,1.02,A-9_new_1.5.pdf.trc
128,4,8,Random,32768,18,12,4096,77824,204,14.28,580244,551755,28489,24291,4198,95.09%,4.91%,4.51,28.41%,8477,4.06,Corruption2.trc
128,8,2,Round Robin,16384,16,13,8192,34816,162,11.34,413303,397527,15776,11201,4575,96.18%,3.82%,3.9,34.37%,5183,3.9,A-10_new_1.5_a.pdf.trc
128,8,2,Round Robin,16384,16,13,8192,34816,162,11.34,420288,396580,23708,13791,9917,94.36%,5.64%,4.07,17.19%,2593,1.95,A-9_new_1.5.pdf.trc
128,8,2,Round Robin,16384,16,13,8192,34816,162,11.34,490514,473757,16757,12190,4567,96.58%,3.42%,3.93,27.81%,4194,3.15,Corruption2.trc
128,8,2,Random,16384,16,13,8192,34816,162,11.34,413303,396283,17020,11201,5819,95.88%,4.12%,3.93,34.37%,5183,3.9,A-10_new_1.5_a.pdf.trc
128,8,2,Random,16384,16,13,8192,34816,162,11.34,420288,395249,25039,13791,11248,94.04%,5.96%,4.1,17.19%,2593,1.95,A-9_new_1.5.pdf.trc
128,8,2,Random,16384,16,13,8192,34816,162,11.34,490514,472839,17675,12190,5485,96.40%,3.60%,3.94,27.81%,4194,3.15,Corruption2.trc
128,8,4,Round Robin,16384,17,12,4096,36864,164,11.48,413303,398079,15224,12510,2714,96.32%,3.68%,3.89,25.38%,3874,2.91,A-10_new_1.5_a.pdf.trc
128,8,4,Round Robin,16384,17,12,4096,36864,164,11.48,420288,397492,22796,14925,7871,94.58%,5.42%,4.05,9.56%,1459,1.1,A-9_new_1.5.pdf.trc
128,8,4,Round Robin,16384,17,12,4096,36864,164,11.48,490514,474214,16300,13191,3109,96.68%,3.32%,3.92,20.91%,3193,2.4,Corruption2.trc
128,8,4,Random,16384,17,12,4096,36864,164,11.48,413303,396554,16749,12510,4239,95.95%,4.05%,3.92,25.38%,3874,2.91,A-10_new_1.5_a.pdf.trc
128,8,4,Random,16384,17,12,4096,36864,164,11.48,420288,394478,25810,14925,10885,93.86%,6.14%,4.11,9.56%,1459,1.1,A-9_new_1.5.pdf.trc
128,8,4,Random,16384,17,12,4096,36864,164,11.48,490514,473136,17378,13191,4187,96.46%,3.54%,3.94,20.91%,3193,2.4,Corruption2.trc
128,8,8,Round Robin,16384,18,11,2048,38912,166,11.62,413303,398157,15146,13462,1684,96.34%,3.66%,3.89,18.91%,2922,2.2,A-10_new_1.5_a.pdf.trc
128,8,8,Round Robin,16384,18,11,2048,38912,166,11.62,420288,397633,22655,15813,6842,94.61%,5.39%,4.05,3.70%,571,0.43,A-9_new_1.5.pdf.trc
128,8,8,Round Robin,16384,18,11,2048,38912,166,11.62,490514,474242,16272,13702,2570,96.68%,3.32%,3.92,17.36%,2682,2.02,Corruption2.trc
128,8,8,Random,16384,18,11,2048,38912,166,11.62,413303,397180,16123,13462,2661,96.10%,3.90%,3.91,18.91%,2922,2.2,A-10_new_1.5_a.pdf.trc
128,8,8,Random,16384,18,11,2048,38912,166,11.62,420288,391919,28369,15813,12556,93.25%,6.75%,4.16,3.70%,571,0.43,A-9_new_1.5.pdf.trc
128,8,8,Random,16384,18,11,2048,38912,166,11.62,490514,472513,18001,13702,4299,96.33%,3.67%,3.95,17.36%,2682,2.02,Corruption2.trc
128,16,2,Round Robin,8192,16,12,4096,17408,145,10.15,377255,367669,9586,6129,3457,97.46%,2.54%,3.69,26.40%,2063,2.68,A-10_new_1.5_a.pdf.trc
128,16,2,Round Robin,8192,16,12,4096,17408,145,10.15,387850,373818,14032,7251,6781,96.38%,3.62%,3.92,12.04%,941,1.22,A-9_new_1.5.pdf.trc
128,16,2,Round Robin,8192,16,12,4096,17408,145,10.15,446309,435204,11105,7169,3936,97.51%,2.49%,3.72,13.09%,1023,1.33,Corruption2.trc
128,16,2,Random,8192,16,12,4096,17408,145,10.15,377255,366576,10679,6129,4550,97.17%,2.83%,3.73,26.40%,2063,2.68,A-10_new_1.5_a.pdf.trc
128,16,2,Random,8192,16,12,4096,17408,145,10.15,387850,372652,15198,7251,7947,96.08%,3.92%,3.97,12.04%,941,1.22,A-9_new_1.5.pdf.trc
128,16,2,Random,8192,16,12,4096,17408,145,10.15,446309,434276,12033,7169,4864,97.30%,2.70%,3.75,13.09%,1023,1.33,Corruption2.trc
128,16,4,Round Robin,8192,17,11,2048,18432,146,10.22,377255,368105,9150,6852,2298,97.57%,2.43%,3.67,17.03%,1340,1.74,A-10_new_1.5_a.pdf.trc
128,16,4,Round Robin,8192,17,11,2048,18432,146,10.22,387850,374465,13385,7748,5637,96.55%,3.45%,3.89,5.64%,444,0.58,A-9_new_1.5.pdf.trc
128,16,4,Round Robin,8192,17,11,2048,18432,146,10.22,446309,435630,10679,7661,3018,97.61%,2.39%,3.7,6.75%,531,0.69,Corruption2.trc
128,16,4,Random,8192,17,11,2048,18432,146,10.22,377255,366526,10729,6852,3877,97.16%,2.84%,3.74,17.03%,1340,1.74,A-10_new_1.5_a.pdf.trc
128,16,4,Random,8192,17,11,2048,18432,146,10.22,387850,372071,15779,7748,8031,95.93%,4.07%,4,5.64%,444,0.58,A-9_new_1.5.pdf.trc
128,16,4,Random,8192,17,11,2048,18432,146,10.22,446309,434478,11831,7661,4170,97.35%,2.65%,3.75,6.75%,531,0.69,Corruption2.trc
128,16,8,Round Robin,8192,18,10,1024,19456,147,10.29,377255,368122,9133,7393,1740,97.58%,2.42%,3.67,10.09%,799,1.04,A-10_new_1.5_a.pdf.trc
128,16,8,Round Robin,8192,18,10,1024,19456,147,10.29,387850,374648,13202,8083,5119,96.60%,3.40%,3.89,1.38%,109,0.14,A-9_new_1.5.pdf.trc
128,16,8,Round Robin,8192,18,10,1024,19456,147,10.29,446309,435665,10644,7867,2777,97.62%,2.38%,3.7,4.10%,325,0.42,Corruption2.trc
128,16,8,Random,8192,18,10,1024,19456,147,10.29,377255,366760,10495,7393,3102,97.22%,2.78%,3.73,10.09%,799,1.04,A-10_new_1.5_a.pdf.trc
128,16,8,Random,8192,18,10,1024,19456,147,10.29,387850,369787,18063,8083,9980,95.34%,4.66%,4.09,1.38%,109,0.14,A-9_new_1.5.pdf.trc
128,16,8,Random,8192,18,10,1024,19456,147,10.29,446309,433357,12952,7867,5085,97.10%,2.90%,3.79,4.10%,325,0.42,Corruption2.trc
128,32,2,Round Robin,4096,16,11,2048,8704,136,9.56,361364,355230,6134,3350,2784,98.30%,1.70%,3.68,18.75%,746,1.78,A-10_new_1.5_a.pdf.trc
128,32,2,Round Robin,4096,16,11,2048,8704,136,9.56,373450,364599,8851,3820,5031,97.63%,2.37%,3.98,6.94%,276,0.66,A-9_new_1.5.pdf.trc
128,32,2,Round Robin,4096,16,11,2048,8704,136,9.56,425395,418695,6700,3757,2943,98.42%,1.58%,3.67,8.52%,339,0.81,Corruption2.trc
128,32,2,Random,4096,16,11,2048,8704,136,9.56,361364,354255,7109,3350,3759,98.03%,1.97%,3.77,18.75%,746,1.78,A-10_new_1.5_a.pdf.trc
128,32,2,Random,4096,16,11,2048,8704,136,9.56,373450,363554,9896,3820,6076,97.35%,2.65%,4.07,6.94%,276,0.66,A-9_new_1.5.pdf.trc
128,32,2,Random,4096,16,11,2048,8704,136,9.56,425395,417716,7679,3757,3922,98.19%,1.81%,3.74,8.52%,339,0.81,Corruption2.trc
128,32,4,Round Robin,4096,17,10,1024,9216,137,9.59,361364,355608,5756,3725,2031,98.41%,1.59%,3.65,9.26%,371,0.89,A-10_new_1.5_a.pdf.trc
128,32,4,Round Robin,4096,17,10,1024,9216,137,9.59,373450,365164,8286,3987,4299,97.78%,2.22%,3.93,2.72%,109,0.26,A-9_new_1.5.pdf.trc
128,32,4,Round Robin,4096,17,10,1024,9216,137,9.59,425395,419057,6338,3961,2377,98.51%,1.49%,3.64,3.37%,135,0.32,Corruption2.trc
128,32,4,Random,4096,17,10,1024,9216,137,9.59,361364,354027,7337,3725,3612,97.97%,2.03%,3.79,9.26%,371,0.89,A-10_new_1.5_a.pdf.trc
128,32,4,Random,4096,17,10,1024,9216,137,9.59,373450,362956,10494,3987,6507,97.19%,2.81%,4.12,2.72%,109,0.26,A-9_new_1.5.pdf.trc
128,32,4,Random,4096,17,10,1024,9216,137,9.59,425395,417822,7573,3961,3612,98.22%,1.78%,3.73,3.37%,135,0.32,Corruption2.trc
128,32,8,Round Robin,4096,18,9,512,9728,137,9.63,361364,355619,5745,3944,1801,98.41%,1.59%,3.65,3.79%,152,0.36,A-10_new_1.5_a.pdf.trc
128,32,8,Round Robin,4096,18,9,512,9728,137,9.63,373450,365334,8116,4089,4027,97.83%,2.17%,3.91,0.17%,7,0.02,A-9_new_1.5.pdf.trc
128,32,8,Round Robin,4096,18,9,512,9728,137,9.63,425395,419142,6253,4047,2206,98.53%,1.47%,3.63,1.22%,49,0.12,Corruption2.trc
128,32,8,Random,4096,18,9,512,9728,137,9.63,361364,353681,7683,3944,3739,97.87%,2.13%,3.82,3.79%,152,0.36,A-10_new_1.5_a.pdf.trc
128,32,8,Random,4096,18,9,512,9728,137,9.63,373450,360961,12489,4089,8400,96.66%,3.34%,4.3,0.17%,7,0.02,A-9_new_1.5.pdf.trc
128,32,8,Random,4096,18,9,512,9728,137,9.63,425395,416872,8523,4047,4476,98.00%,2.00%,3.81,1.22%,49,0.12,Corruption2.trc
128,64,2,Round Robin,2048,16,10,1024,4352,132,9.26,354809,350564,4245,1839,2406,98.80%,1.20%,3.85,10.36%,209,0.96,A-10_new_1.5_a.pdf.trc
128,64,2,Round Robin,2048,16,10,1024,4352,132,9.26,366344,360258,6086,1984,4102,98.34%,1.66%,4.23,3.17%,64,0.29,A-9_new_1.5.pdf.trc
128,64,2,Round Robin,2048,16,10,1024,4352,132,9.26,417698,413373,4325,1958,2367,98.96%,1.04%,3.77,4.46%,90,0.41,Corruption2.trc
128,64,2,Random,2048,16,10,1024,4352,132,9.26,354809,349406,5403,1839,3564,98.48%,1.52%,4.06,10.36%,209,0.96,A-10_new_1.5_a.pdf.trc
128,64,2,Random,2048,16,10,1024,4352,132,9.26,366344,359181,7163,1984,5179,98.04%,1.96%,4.42,3.17%,64,0.29,A-9_new_1.5.pdf.trc
128,64,2,Random,2048,16,10,1024,4352,132,9.26,417698,412117,5581,1958,3623,98.66%,1.34%,3.97,4.46%,90,0.41,Corruption2.trc
128,64,4,Round Robin,2048,17,9,512,4608,132,9.28,354809,350921,3888,1984,1904,98.90%,1.10%,3.78,3.17%,64,0.29,A-10_new_1.5_a.pdf.trc
128,64,4,Round Robin,2048,17,9,512,4608,132,9.28,366344,360797,5547,2031,3516,98.49%,1.51%,4.13,0.84%,17,0.08,A-9_new_1.5.pdf.trc
128,64,4,Round Robin,2048,17,9,512,4608,132,9.28,417698,413731,3967,2025,1942,99.05%,0.95%,3.71,1.14%,23,0.11,Corruption2.trc
128,64,4,Random,2048,17,9,512,4608,132,9.28,354809,349006,5803,1984,3819,98.36%,1.64%,4.13,3.17%,64,0.29,A-10_new_1.5_a.pdf.trc
128,64,4,Random,2048,17,9,512,4608,132,9.28,366344,358491,7853,2031,5822,97.86%,2.14%,4.55,0.84%,17,0.08,A-9_new_1.5.pdf.trc
128,64,4,Random,2048,17,9,512,4608,132,9.28,417698,412145,5553,2025,3528,98.67%,1.33%,3.96,1.14%,23,0.11,Corruption2.trc
128,64,8,Round Robin,2048,18,8,256,4864,132,9.29,354809,351012,3797,2033,1764,98.93%,1.07%,3.77,0.74%,15,0.07,A-10_new_1.5_a.pdf.trc
128,64,8,Round Robin,2048,18,8,256,4864,132,9.29,366344,360988,5356,2048,3308,98.54%,1.46%,4.1,0.00%,0,0,A-9_new_1.5.pdf.trc
128,64,8,Round Robin,2048,18,8,256,4864,132,9.29,417698,413794,3904,2045,1859,99.07%,0.93%,3.7,0.15%,3,0.01,Corruption2.trc
128,64,8,Random,2048,18,8,256,4864,132,9.29,354809,347989,6820,2033,4787,98.08%,1.92%,4.32,0.74%,15,0.07,A-10_new_1.5_a.pdf.trc
128,64,8,Random,2048,18,8,256,4864,132,9.29,366344,356700,9644,2048,7596,97.37%,2.63%,4.87,0.00%,0,0,A-9_new_1.5.pdf.trc
128,64,8,Random,2048,18,8,256,4864,132,9.29,417698,411300,6398,2045,4353,98.47%,1.53%,4.09,0.15%,3,0.01,Corruption2.trc
256,4,2,Round Robin,65536,15,15,32768,131072,384,26.88,475872,449547,26325,24132,2193,94.47%,5.53%,4.35,63.18%,41404,16.98,A-10_new_1.5_a.pdf.trc
256,4,2,Round Robin,65536,15,15,32768,131072,384,26.88,482641,442514,40127,33367,6760,91.69%,8.31%,4.47,49.09%,32169,13.19,A-9_new_1.5.pdf.trc
256,4,2,Round Robin,65536,15,15,32768,131072,384,26.88,580244,553436,26808,25183,1625,95.38%,4.62%,4.5,61.57%,40353,16.55,Corruption2.trc
256,4,2,Random,65536,15,15,32768,131072,384,26.88,475872,449335,26537,24132,2405,94.42%,5.58%,4.36,63.18%,41404,16.98,A-10_new_1.5_a.pdf.trc
256,4,2,Random,65536,15,15,32768,131072,384,26.88,482641,442035,40606,33367,7239,91.59%,8.41%,4.48,49.09%,32169,13.19,A-9_new_1.5.pdf.trc
256,4,2,Random,65536,15,15,32768,131072,384,26.88,580244,553251,26993,25183,1810,95.35%,4.65%,4.5,61.57%,40353,16.55,Corruption2.trc
256,4,4,Round Robin,65536,16,14,16384,139264,392,27.44,475872,449796,26076,25559,517,94.52%,5.48%,4.35,69.71%,39977,19.13,A-10_new_1.5_a.pdf.trc
256,4,4,Round Robin,65536,16,14,16384,139264,392,27.44,482641,442952,39689,36903,2786,91.78%,8.22%,4.47,49.93%,28633,13.7,A-9_new_1.5.pdf.trc
256,4,4,Round Robin,65536,16,14,16384,139264,392,27.44,580244,553603,26641,26303,338,95.41%,4.59%,4.5,68.42%,39233,18.77,Corruption2.trc
256,4,4,Random,65536,16,14,16384,139264,392,27.44,475872,449610,26262,25559,703,94.48%,5.52%,4.35,69.71%,39977,19.13,A-10_new_1.5_a.pdf.trc
256,4,4,Random,65536,16,14,16384,139264,392,27.44,482641,442240,40401,36903,3498,91.63%,8.37%,4.48,49.93%,28633,13.7,A-9_new_1.5.pdf.trc
256,4,4,Random,65536,16,14,16384,139264,392,27.44,580244,553440,26804,26303,501,95.38%,4.62%,4.5,68.42%,39233,18.77,Corruption2.trc
256,4,8,Round Robin,65536,17,13,8192,147456,400,28,475872,449892,25980,25912,68,94.54%,5.46%,4.35,67.72%,39624,18.96,A-10_new_1.5_a.pdf.trc
256,4,8,Round Robin,65536,17,13,8192,147456,400,28,482641,443120,39521,38667,854,91.81%,8.19%,4.47,45.92%,26869,12.86,A-9_new_1.5.pdf.trc
256,4,8,Round Robin,65536,17,13,8192,147456,400,28,580244,553669,26575,26527,48,95.42%,4.58%,4.5,66.67%,39009,18.67,Corruption2.trc
256,4,8,Random,65536,17,13,8192,147456,400,28,475872,449874,25998,25912,86,94.54%,5.46%,4.35,67.72%,39624,18.96,A-10_new_1.5_a.pdf.trc
256,4,8,Random,65536,17,13,8192,147456,400,28,482641,442856,39785,38667,1118,91.76%,8.24%,4.47,45.92%,26869,12.86,A-9_new_1.5.pdf.trc
